"","V1"
"1947","DCDDDDCADADADBABCABACCCADBCADCDDDBBCABDCDACABBBAADDDCBCBDABACBADBBDABAABCBDCBDBDDAADBDDBAADBCADCCBCDBBCBCBAAAADCBDDBBCBDCCCBBDDBCBABCBDABBDCAADCBCCCCBCABCDDCABBDABBBABBDDACBBDAABBABBBCBCCCBCADBCCDABDD"
"1948","AAABAABAAABAAAACDDCDBDBBDCADCDDBBDDCACBCADDBABDAACCCAADADCAABDCADDBDBDDBDCCDDABDCBAADBABBBDAADBBAADDDDCCDCABCCBDDDABDBAACCDABDBADDDDCDBBABBACABCBBAAACABBCBCCCABADCABACAABCCACBCADBBBDCCBAADCCCADCAAAADC"
"1949","DCBBACDBDABDCAAADDDDAADBAADBBBBBBBBABABADBBADCBCCCBBCACDBCBCDADBCCABBBCADACDABADDCACDDCDDDCAABDAABBBDADBBDDCACCAAADBAABDBACAABABADAACBBDDBBBABAAACDCACACBACCDBBCCAADBDBBABAABADBDDDAAACBBCCDABDABBADDBAB"
"1950","BBBCCBBACABDDDCBDBDADBAADCAAAAAAAADDBDBDABDCBBACADBBDBBCDAABCDDADDCABACADBDADACACACDADCACDBACABCCDBCCABDBDCBDBCBDBBDDDCACDDBABBBDBADCCCABABBBADBCAABACACBDCBCCCDABCCDDDCDBABDCAACCADCAAAADBDCBCADDBAADBB"
"1951","DBBDBADABCCDAAACCDABAACBACCCABCDABCDBCABCABADDADBCBDDBDCDBADACDDDDBCADCDDBCBCADBADCACABADADABCCCCACABBBADBBDAABCAAAACCDDCCCBDDBDBCBCAAADDCDBDCCDACBBDCCACCCCBDBDDBBAABBABBCBBBDDBBCDCAADCBADBDBCCAABACCD"
"1952","DBDDBAABDABDADADDDBCCDBAABDCDDBBADBBCACDCADADADABCAAACBCBDABBCBAAAABDBBBABDACABBDBBDBDDCCCBCCADCABCBBCCACAAACCDABACDAAABBDBADADADACCCBDADBADCCCBDDDCACDADDBDCBDACAADADBCADDCACBACDBDCAACBBCADABADDADCCAC"
"1953","DACACDBDDAACAADBDCAACBDBAACDACBBADDCCADBBCABCCCBBCACCCCBADBDACBBACACDBAAADAACDCADCDDDBBCABDDDBADDCCBDBDBDCCCDDADCDCBCDCBAACCBBCCADBDACABAADCDBDBBABCDABBCCBCBACCDDABCDCDBDBBBCBCACACACCADDCBDDDCCBDBBCCD"
"1954","BACCBCCDAACBDADDBABBDCDDDBCDBDCBABAABDDADBAADDAABBCABACAACDDBCACCBAAACDBCCABBABDCDCBACDCBCDBCADBBDDCDBCBBDBABCBDCCAAACDBABCDBADADDDDBDBDDDDADCBABABBDACDDBABCDABAABACBCAADDABCBBACACBDAADCBCBDABAAABDBCD"
"1955","AACCCCCDDAACBCAACBCBBBCDCCAABAAABBDCBBAAACCBCBDBDADDBADBDCBDDDDADCDADADCCBBDCDBADCCACABDAAADAADACCDABDDDDCAAACABACACCCCBCDBBCDBADACBADDBBACBDDCBACBCAAAACDBCCCACADCBBADBABDCABDCBACADCDBAADDBDDDACDCBBCA"
"1956","DCADACBDAABDABCCBCADABADCCBADBADCBDADDDBDCBCDCCBBADCDDCACACBDABCAACABCCDDBAADBAAABDDDCBCCBCBBACDABACCDCBBACCCBAACDDBABADADDACBDBCCCAABADBDACDBACDDBDBDDBDCDADBBBDDDCCABCBDDBDCABDCDDAADDDABDDCBDCCDCBCDD"
"1957","BCDCCBABDABACCDDCDDDACACCDACAAADCACBCADAAACCCADACADDAACDDBCAACCCABADCADBCCBADDBDCCAABABCCCBDCCBACBBBCABBCCDBBACBDDCABAACBDDCBCCBCBBDADADACBABACABDDACADBAADCADDABDCCAACBAABCBCADAABBABBBDCDCABDBDDAAACCC"
"1958","DCABCACABCADDDAAAADDBABBDCDBCAACCCDCBDCDBABCCBCBCBADCABBBACAADCAABCABAACDBABBACDADBBABDCBBADAACDCBDDCADDADCDBABDADBBABCBDAAACAACDCDBBCCABBBAAABABAADBAABBCABBAADADCDBBBDACACDBDCAADCCCABBDAADBDAACDABCDA"
"1959","BBAACCDACAAADCADADDABDCCADACBBCDBDBDBAADCACCDDCADCBCAADBDAADBDBDDBBBCDACBACDDACCABBAADBDDDDCCABCDBBCCACDCADCCABABBAABCCCDBBABADCDBBAADBACBBBDCABABCBBDAABBDCBAABDABADBDDADCABBCBCADBCDDCABDBDDADCBDDCAAB"
"1960","BCDDAABACAADCDCCDDACACDACACACCDCBCADDCDACCBDCACADABBCBADCBDADADACDBCCCCBADDDDBDCBCACDDDCCABAABADBDABDBBDDABDDADADDDAACCDDCADAADDDCADBAABCDCDCCCCAAABBDDCAAADDDCDADCBCADABDCBCCBBBACDCCABDBCBBAABAABDCABD"
"1961","DDBABBDDAABABBBADCDBDDBABADDDDABABCDBDADADBBCBCBBCDCBDDADAAAABACDCADBDBDACDBDACACDABADCDBCCABDDABCACBDBCDCADDBBDCADDACADDCBBADDDADBDBAABADAAABAACADCACAAABBACDDACBBADBCBBDACABCCADBBBAABABDCACBCDDBCCDAD"
"1962","BDCCCCACDCAACACBBBACABDABBAABBDBACACBCADBCACBBBDDBAAACBBADCCCABCBBDDBCDCCBABBBDCBABABCCDCBADDCACBACABDDCDDCDDAADAABCCACDCBCDCACCDBABABDCDBDDCCDADDCDDBABDBABDBBDBDDDCDBADABCBADBCABDBADBDDBCBCBCCCCABABB"
"1963","BBBDBDBDAADACDDCDBDCDDDCBBDCBAABBCBAADDCDACCBCCBDBCCCDACCAACCACCDACBDDACBBADADCCDAACBDDCDABADCBCDACDDCCCCCDABCAADBBCDCDDBDADADCDDDDBABDCBCBDAABBBCBBCBAACBBABBBCCDAABABADBABDDBCBACABBCDAACABCDBBCDBACBC"
"1964","DADCDAACAACCBBACBCBCABACBBDDBCCBDACABDDBADCBDCCCCCAADCADDCBCDABABCABACBBCAACBDBBDBBACCDBDDDAABACCCADBCBBBAABDDDAAAACCBBBBDABBABCDBCAAAACCADBCADABACAAABCBBBCCADCBCCDDCBDDBBDDCACDDAADABCCBADABCADBBBDADB"
"1965","DDCCBACAAABDCDDACCDCABBABDBBCBDACACCAABDCDACAACCBADCAABACDDCBAACCBBABABDDCCCCABDDDCBBBDDBDBBCCBACACCDAADBBDBDBCCBCCAABDCAACBBCCDCCCCDCBACCCACCBDDACDBDCBABBDDBDACDAADCCCACABCBCBCBDBAADDADBDBAADCBBCBADA"
"1966","CAABACCCCBCADDBAADAACCBADCCBAACACDDAAAADDDCDAABACDCABABBACCBBDBDADDBBBDBCADAAABBADDBDACABCBDCCDABCABBCACDADACAABBCACDCBDDCDDBBBCADDBBABDACDBAAABDCACBCCCBCCDCDCCDABCDDCADDCBABDBCCDCDABDBAABDADCACACDCDC"
"1967","ACDBACDCCDBACCBBCCABDDABDCACCADCCCDCCDDABCDCCACDDCDBDCDBCADCDBCCADBCBBDAABDADDBDCAABADBBDDCCCBADDBBDBDDCADDBDDBCBACAADCBDACBDCCBBBBABBCCCCDCBACBBCCADBDAAABCBAAAABACAACDCBDDCABACACDBACBABADCCDBACBDBACD"
"1968","DACBBACDCCDBADAADBCBCDAABBDAACDCCCBBCBADDACDCDDADCDDBBACABCACAADCCABBDDDBBCBCBCDCABDCABBDADDACABBADBBBBADCACDDABADDBCBABDDDCBADDBCCBAABBABBBADCDABDCBDDDCACAADCCDBBBCDDDCCDDBCCCBACACDBDDABCACCADABBADDA"
"1969","DCDACBACAAACDCBDDADBBBADBDDCADADDCCDDDACCCDCBBABCCCDBBBBAABDCCCACCBAABCCDCABDCADCBABDCDADABCBDABCBADBACDBCACCCBAAACBCCCCDCDDCADAADCABDDCCCBBAADDBCABBAACAACABACADDACCAAADBBBDBCDCBDBDDABCBDBBBABBCDCAADB"
"1970","AACCBCACCBBBDBAACCDBCDADBABABBCBBCBCCDBCAAACBCCABABDDACADDCDBBABBBDBCACABCDADDCBADDBCCCCAADBCBCBBBDBABDCDBDADBCDADDDBDABABACCCDCDBBBBABACCCDDCCDCCDABADACCDABDCBACCADDBDABCCCBDACBCCCCADAACDCCBBDADCBCDD"
"1971","DDCDCCCDADBCDCDBBBBACBDBABBADCDDCCDADDCACDDDABDBDADABBCCADACBCDDCCCDCDDAABBBAAADCCAADDBCCAAABDAAABADCADCCBDCCCDCDACBAACABBBCBAACAAADABBCDBABABBCABCCABCCDCBDBBBCDCCCBCADDBDAADCBDCACADCDCCBDBDACBDBBACBB"
"1972","DABBDCCDCABCAADBDBBCBABDCBABBADDCCBADABBBBBBDBBDCBCDAABDBAACBCDCDBDDBDDCACCCDAADCADDDBBBDCADCABABDCBADCBCDADDACDCDDABABABABDDBDCAACBBABCDCBCBAADABDDBDBBCBABDBAAADCBAADBBDAABCCBDADADCACACABDDAADBADDCBA"
"1973","DABDADBCABBABAACADBAAAAAACAADDACADCCCDBBAADBDBADACBCACCAADDACCDBDAACBBADBCBCACDDBAABBCBBBABDBCADDDCDAADDADAABDACAABBDAADCBBBABDDBAACADABDBADAABDABADDACADDABBDCCBDBDACDBDADACBDBBABBADADDAAADAAADBABBBAC"
"1974","ACDCDACDCABCDCBDCDAACCBAADAAABADABCACCDBBBCBCBDBCAACACCBBBCACCDCABCABABCCBCDDBADCABBCCCBCDCACBDACCBBCBDCBDBCDBBDDDDDACBBBABBACBCACAAACBBBABDACCACDCADABAACCBCDBBAAABAAADCDDAADBACCADCDBDABCBCBBDADABBBCA"
"1975","DACAAAADCCDCCCDBAABDBABBDCDCAACADDBDDAABBDDDDBBCDBCCCBCBDABCCDCDAABCDBACBABBABDCDCDADDACDCDBDCBDAABCABAACDABBADCDDBBCABABCAABADCCABDDADBCDBDAACCBBCADCBBBDDCDDCDAADDCBABBBCCBDAADDCCAAADCDDACAABAADBBBBA"
"1976","ADBBBABCCDDDBAABAAADBCABDDBAADADCBCBBDAAACDCCDDCCCABCBACCABAAABBCCBCCBDBDCACBCDABBDDAAADCBDDDCACADCABDBCDCCDCBADBDADBDABCDCCCBCDBBABCCCBBBCDDDCDBDACBDDBCADDCCCADAACCCCCCAAACBDDBBCADDBADAADAABABDCBCBCC"
"1977","DACDBDCADABDDAACCBDCDCBAADCCCBBBAACCDDBDDADDBCADBCCDBADBCDBDCAADDDDBDDBBADDBDDDCBDBABCCDDCCDDACBBCCACBABCBDAADADCBAABCDBBABBBAACBDDCCCDAAAAABCDBBADACBCCBBBBBCBAAAAADADBBCBDCCDADABABAAACCAAADDCADDDCBAB"
"1978","CAACADDDADCBABCCADDBDCBABADCAAAABACDCDBBBADBADACBAADDBACBAADAACDAADBDCABCDDCAABBABCACDBBCACBCADDBCCDDBCDDCBDAABACACADDDDDCACDABCAADCDBDBDDDBADBCBBBBAACCCCADABCAADAAABCDDAACDBDDBBCACDBCADCACCCAAAAABBDC"
"1979","CCDDCDADDCDDADACCDBABADDDBAABDAAADBDBCDCDDBBADCCDDDADAAABCCDDCBBACDAAABCCCBBBDDAABBBAACCBABACACBBDCCBBABCCAADBDDCBBDADDADBDDBBCBCDCCDCCCDCDBABABCCCCAADBBCDBDBAAAAAABBAACCCBADBCDBDCCCAACADDCCBAABCBDADA"
"1980","DABCDBDBDCBABCBBDDDCBBDBABCBDBCADCDDCBDBDCDBCBCABBACBACABCDCDBDBCBDDDDBABBAADDADBCBBDCBCDBCCDBABBABABBABBACDCBADBCDBDDAABBCDAAAADBBCAACADCABDDBCBBBDCBDCCBCBDCCDBBDACBAACCCBABADCAADCBBDBCDDCCDBBAABCDCD"
"1981","BBBDADBDCACDBBAAAAAABCAABDCDBBCACDBAABADDBADCCCDBACADADBBDAADADCBCCBCBBDBDCCDDBCDCBBDDBBDCDBBDDABDDDBBDACCADACDCBCACCACCDACACCBCDADDBABDABBDDCCDCADCCDDCCDADBABADBBADCBAACCCDAAAAAACBABBCACCDCACBDCBACDA"
"1982","DCBADABCBBCCCCAABABCCBBDBAADBCDCDADACCABDBCADCBDDCCDDBBACCBBAABCAACAACABCDBADCBDCADACABABADDBDCADCCDDDDBBDABACDABADABCBBBBCDCCCCCBCABADCCCAADBBDADDABDBCDBBBCCCBBAACBDBDDDBAABCBCDBAADACCBBDBDCADDAAADCB"
"1983","AAADBDDDBCCCBBDBBCCBDDCDABCBAACCBDCCDCBBCAACADADBBAAADDBBDACCDBBDDADABABCBADADACABDAADCCADDCCBDCBDDDACADCDDCDBBDCBBADDCBAADBBCCDCBBCBCACBCDBAADDDADCCCAABBBBCDCCDBBBACBAACAABABCBDACCCDCCAABAADDDCBBCCBC"
"1984","ADDCCADACCCCDABACACBADABDAABBDBBCCDDBADCDCDACCBDAACBAACBCBABCACCBBACDDCADCCAABAABCBCDABBADCCBDCAABCBCBADBBBAACCABAAAADDBBBDDCDDBCAADDCDDDDDBCBDDBBAAAABDABBBBABDDCDDBABDBDDCADBCCACAACBADADDCABBCABBBAAA"
"1985","DBBBBDCBACDBDDCCCCDCDCCCADDDDDDCBDBBAACADDABBDCADACCBCABCBAADCCBDCDDCBBDCCBBCAAADAAABDADCDBACBADBBDDDBCACCAACCCBACCCDAACDDDBCCDABCBABBDCDDCCCBADCABDDDCCCCDDBACCDDDABABAACACCCBBACBCDABBCAACDBBCDDCBAABA"
"1986","ABCDBADBABCCACCDDCBCBDDBDDDABAACDADCCADABBACCBBDDBCDDDABAAABBACAABAABDADBCDADDCABBAADCDADADDABBAABDBBCCAAADCCCBCCACDDCDDCCBADBBDDBCCDCABCCABDDBDDCBAACDCBCACDBAACABDCDABCCCACCCAAABDCDCCBCACBDACBDCDCACC"
"1987","CDADAADDABCDCAAACDCBABDCDBCDDCADAABADCDADDDDDDDDACCACBBAAAADDACBBAABDCDDBCADACBCCBCABBCACABDBACDCAADBDABAAADAACADABBACDACBADADDBCBACBCCCDDBADBDAAACBDDCDACDCDDDDBDCDABCDCACCADBACCADBCADDBBCCBBDABBDBBDB"
"1988","ADADCCABABCCDDCBBABDDCBCAABBCCBADADCACDBCDBCDDDADCACABDCBDCCBCAAACABCAADDDAABDCCABACACABAACAABCDDAABDCCDAABBAABBCCADBBABCCCDBABCDACCBCAAADACDACAABCADCCABBBCBDBCBADBACBCCABBABABBCBDBCBCCACCCDCCABCCADCB"
"1989","CCABDBCCCDABADDDBDCBDADACCACDBCBCDCBABADBDCADACAAACDDBCDCBBCACADDCDCBDADBAABBBAACCAACCBDABBCCCDDBCBACDAACCDCDCADACBBDAADADBABAACDDCAAADDACBBDDACABBACBACACBAACDABCABCABCBDCBABBABAACBCAACDBDCADBCBADADCD"
"1990","AABBABBACACADADBBAADCBBDCCBDCCDDBDBDADCABBAAADABDDDBDCACCCBCCCBAABAAADDCAAADCBDCBCAADCACADADDAAAAADCBBBCBCBCAABCDACDBBDCCBBDCCDCAADDDDDCDABCBADABCACDDBBCBBDADBCDABCBAACBBABBCDBABCDADBCACBACBCBABBBABAB"
"1991","CBBBDCDCDBBDDBDADDCDCABDDDBBCCDDDACDBBCDDDCDDDDDCAACBCACCCDDAABDDBCDABBADDCAAAAAADABCBCCBDBCACDDABCDCCBDAAAABCADBDABBDDBACCDBDCBDDDDCBDAADABCDBCBBCCBCCBDAAADBACCDDCCCDDACCCDDCBDABDDDDBCDCCABDCBBCBABBA"
"1992","DCDACBDCACDDDBDDBBADABAACBACDBBBCDBCBACBCDADDCDBAAACBDCADCDDBADBBCBDACDBACADCDCBCDBDCDDCBCCBDBCBBBCBAADACDBCDBBBCCCDCCBDAAAADBAABBACCDDBACACCBCCDCCBBBBCCAABCCBADDCADCDCADBAABDACDCBCCCAABBAADDCDBCADABB"
"1993","CABCCBADCAADCCDAAAADBDCBADACBDADBDCABCACACDBDBCACBADCABBBDDAAACBADDCDDDDDDBCBDDACBADCDBBCCBDBDDCACDACADAABBCCACCBACBCACDBCDABDDDDDBBADAADDBCDBDDBACABACBBADADDABCACCCADBCABBDADBADABCCDDAADBACCDABCCBCAA"
"1994","AABCAADDADDBDDABAAAACBCDACACCCABDACBAADCBACCBCABABCDDCBBBBAADDBBABDBCDADADCCADBACABDBCDBCDABDCDCCDBBADCBDCAAAACBDBCBBCACACCACADACAACAACBBDABDAADCDAADDCDDBCCAAABDDBABCBCBAACDCBBCAACDBBAAACBADBCCBCCDDCD"
"1995","DDADBCACAABACACABDDCCCDABCBBDDDBABCBACACABABDBACAADACDDCDDCBDABCBBAACDACDDDDDABBBDBCBDABDDCBDDCADBBDBACBBDCCDBABCDDDBBCDADBCCBDAACADBAABBDACBDADCBCDCBBCDABCDCADCADBCADBAADADDCACABCCDDCBCBDDADDACDBACCD"
"1996","DADBBACBCCACAAADBBCCBACDBCCDBDDBDCBADBCCDDACCDCCCDACBCADAABDBBBCBDDCBCCBDCCCADDBACDCDCBCBBADACDDCCBBBACADCDBCDDCDCDABDBBDDBBACCDDDDDAAAABDBBCDDADCACDCBDCBBBBABDDCACDACDBDBDDCDADDAACBAADDAABCCCCDADDACC"
"1997","ACABCCAABBCABABDBDCCACCAACACADCDBDCCAACACCBBBCABABDBBCDACCCADAABADBAADDCBDBBAADDAABDAABBBCCBADABACAAADDCCDCAACCDDAADABAACDDCADCDCCBBDAACCBAAACDADAADCACCABBDAADBCDBBBACDDADAABAADDDDBBADBDBCDDCCBBBCDCBB"
"1998","BAACDBCCBDDBCDBCDAACCACADDBCDDDACACAAADDBCADDBDADDBABABDBBDDCCDDDDDDBAADADCBDBABBAACCDDDBBACAAADDDDCBDCABDBCADCDDDBABABCCDDBBCCCDCACBADCCDDDABDCDBBADCBACCACBAABDACBABBADBCDBACCDBBDBACDBBDABBCDDBDDADCC"
"1999","BBDCABDBBBCCCBCCBCACACACCCCABCBCBDCDCDABAACBACDCCBCBBBABACDACAAADDADCCABBDDCDABBCDDDADADDBBCDADDADACABDAACDAABABACCDDAADDAADBCDDBBBCDABABDBCCDCABACDCBADDABBBADABBCDCDDCDCCACCCBAAAACCDCDBADDDCCACBCABBA"
"2000","CBABDCACADCBCCBDDDADCCCBDDDDDBCCABCCDBDCCADACCADDACBDABBACCBCCBDABCAAABCADADBBBDABBBACBBDDCBAABDBDDAADADADCCCBDCCBBADDCCBBCBADDCDDDCDDACADAADCCBAACCCDCADDAABCBCADCAADAACBDCBACBDBCDCDCACBDDBCAACADDCDAC"
"2001","AACDDCDACBADBDBACBBAADADCAACBAAABADDBCAABCBABDDBACBCBABBABACCACBABCAADBBABCCBAABCCDCDDAACBAADAACCAAACABDDADAACBCCDBABABBCADABCCBCAADBCBCABACADBCBBBADCBDBCACDACCBDABDDDBBBABAABCCACAACBBCCCADAAAABCBBCBB"
"2002","ACBBDAAAADBCABCBBBCBDDABBCADDABDCCCCCADCDABACAACAABCAADBBBCDDCABDAACCAAADCCBBDBCDBCAAACBCAADCBADCCDCBBDABDBCAACDDABBDCDACDCBCAAADDBBBDCCCCAADAAABDBDCADCBDAADCADCDADDDCBBDCACADDABBDCBBABBDCBBBDCBADCDDB"
"2003","CCBDBAAAACAAACCCAACCBABACDDCCCDCBABDCABACCDDCDBCBCBBDADDDACDAABCBCACDCBBDBDCDAADBCBADAADDCBCBADDCAADBBBCDDBAAABABBDCACCACBDDBCCAADBDDBBBDADDDCDAABBCCCCACDDBDAADBABCCDCDBBDCACDDDBDCACACABDBCAABDBCCDAAD"
"2004","ACBBDBAABBBBCACDBCBADAABCCCDBCBCBCABCBABABADABADDADAABCCBBADDCACDDBDBADCDCCDAAADBCCADDDACDCCDCDADCBCCDDCABCADDDBCABCBBACACCAABADDCBCAABBACCBCBDDBDABAADADAACDABADCDDDCABBCDCDBDADAAACCCDCBABCBCABADDACAA"
"2005","DCCCBBDDBADBDBDBDDCACDADBCDBBCAADBDDBCBBDBDADACCADBCDCCCDCDCBADBDCDDADDDCADCCACDABDBABDBDDBACBBCDCABABCBBADDDABDDDDDACCBDABBDDBCCBDCACDDDAACDBDDDDBBBCCDBBBBADDBBADBDCDCDADBDADDDABADCADBCCCCDADBCBCBACC"
"2006","AAAAABDBACABBAAABBCCBAABACADDDABCBDCAADDCAABACCACCBDCCDDADBCCBDBDAAAACBCCDCCBBACCAABBADCDACDCBADADDADDCCAADCDCBDBDBADDBCCBACCCADACDBDBDACACADACDADADDBDDBCDBBBBCACABBBBBBDBCBBBDBABACAACDCBDBCADDCAABCDD"
"2007","AADADCDDDBABBBBACCBCCBABCDDABDDDACDBCCAABCADCDCADBBDCAAABDBBBDDCDDBADDDABDADCBBCCDABDBDBCAABDCAAADCDDBDACDADDDCADBCDBCDDACDCDCBDBABCAADABAACACBABBDCBCACACCCBBABCCBCDCCBBBAABDBCCBABBABCDABBDDABBACADCBA"
"2008","AACABAABCDBDBBCAADDBBACDBBBDDCAACDBBBACACCDCCDDBCBBADABBBABBBCABACCBBDBCCDBCBDCBBAADBADBACBDCBBBDCADCCABDDCACCCADBADBCACDABDAAACABCBCCCDBCCDBBABDDBDDCACADACCCDBBBBADBBDABBAACDBADABCCACAADAAAADAABBCCBC"
"2009","AACBBAABCBADDDCACAABCCABDADBBADABBADDBCBDABBCCBABBDCBCCACDADDADDCAACBAACACCCDADACCDABABBCCDDDDABBDAADDDDBABCCCDACABBACABDBDCDBBDBAADADDBADCBBBCDBACDDBDBCCBBCDBACABBDDBCBBCACBDAACDABCCABDDCBABDAADCCCDA"
"2010","CDDDCBCBACADDAACCDBBBBCACDBABBCABCDACDCBDABBACCBDBCCABADDAACBDACDBACDABABCBACBCBBCBAACCDCCCBBCACAADADABCBBADBDBDDDDBCACCCDCDBABDCCAADDBCDBABCBDDCDABBCDDDCCABBDCCAADCDCACCADABDBBDDCCCDBCDADBCDBCADBDBAC"
"2011","CCBADBBACDDBCADDDBCCBDABDACDDBACCABDACCDBAAAACCAABCDCCDCAAABADAABADACDCBCDCADDDDABBACDDBABBADDDBDACDCCDDCABCBCBDADABDABDCACCCADBAABAADADBAABCCABAACCBCCDDBDDBBBAADAAADCBAACACADBABBBACABBCDCABDCDADCBBBA"
"2012","BACDABBBCBCAADCCCBCBCDDCCDCDADCDCABBAAABDBBCDCDAADADDCBABCDDBCBCAACBCDBABCBDAACABDDCCADBABDCCBDCBCACBDACBABCBBCACAABDDACDAADBBCABBDBADCDADCCCAADDBDDADBBADBBABCBDDBCBCABBDDCCCCABDAABAADABCBBCDACCBBCBAC"
"2013","CDADBABCABDACBBCBADBCACDBACBDDACBDADADDABDCBDCCCBBDBBCCCAABBDDDBBAADBBBADBACAADDDDABACBBACABDBBCCAABDCCCDACBCACDCCCDDCADCDCDBABBABBDBDCCCBDCCCBCACDDCCADBABDBDBBBABDBBCDCCBCCBBCCCDBDDBDBDAADCADBDCCDABC"
"2014","BCBAAABACDBDDABBADDACACCCBCDBAACCAADBAACCCBDACAABCABDDBDACCBAAACCCDAABCBABADBBDBCAABCCAAAADDCBACCACDACDCDDBCCAACCDBBDCCDACAAABADACABBBABCADCCDBDCCBBCACDBDDCDABABDADCDAADBBCBDCBDDCBABAADACAADCDCBBBDCDA"
"2015","AACBBABBDABDADDCCADCDDDCCCCBDADACBBDBCAABACCBACCCCCABBBABCABADACBCDDCAADDDCCAADDDCABCAAACDDDBCCDAADCABDBCACCBCAADBDBDCBADBBCDADDDDBACABACDBDBCBDBABCCBDCCBCCAAAABDBBAADACDDACCADDCCDBDCBCCAAACDACBBCACCD"
"2016","DCDCDBBCDABACDCCACDBBBBBABCACBBDBCBDCAAADABDDBCCCDDACCDBDBCAACCCDDCDACCCAADBACDDDBAACCABCDDDBCACCAACCBCBCDABDDBABCBBBBAABCCBDACBCABADCDABCCDABDDADDBBBDABDDBADCADCBCBACABABBBDBCAAACBCCCCBCBBACCDBCCACCA"
"2017","DCBCAACDBCBDCDBCADDDBABCBBACABCCBCADCCDCBDDBCBCDABADABADBDCACCACDCDDCADCBBDCCDCDABBDBBDCAADBCBBDABBBACACCCDAADABBBADBCCCADACABDACCDBDDACDCDCDADDDBDACDBABABCBDDCBCBAABCBDACCDBDBBAAADBDAADDCBCCDDACCACCD"
"2018","BDCABDBADDBCADCADBCCDCCDCAACAABBCDBBBBCCCABABDCDCACCDADADCDCCDADAACCDCBBDADDACCCCAACABDCBDBDDABABDBADCDBBCDCCCDDCADCBDACDDDDDAABDBACABACBBBBCDDDCCDAABABBABAAACCBDAAACACDDCADDDBBADBDADDBCACCBACBCCCCDDA"
"2019","CADDDCADDCBDDDBDDCDBAADBDBCDAAAAAACDBCDADBCAABBBDCCDABCCAACDDBADCDBDDBAAACBACDBDBBDBBCBCCCACCDCBBDBDBDCADDDABDBCBCAACADDCADDBCBBDDABBCCCCCDBAABADADAAADBACBBCDCDDCCCCBABBDCDCABCCDDDAACCACDBCCBDBABDADDB"
"2020","BABDACCDDDDAABDBBDBDBCABBCBBBACAABCBBCAACCBDDCBBDCCBAABDAADBABADCAACBABBCCBABAACBDCBCABDCDABDDCCADABBADBABBCABDACADCBBAADCABBDACDCACDDCCCCBDCABBACBABDADDCDCCBCDCDCBABDBBCADBACBADBAAADABDADCBCCBABCCACD"
"2021","CACADCDBCCACADBBDBACCBCBBABCBCDDADBDBADBBACABACDBBADACCDBABADCABAABCCDAACDADCDCBDDDDBACBAACDDDBCCCABCDBCBAACACADACCCBCDBDDDCDCABDCBCDCADCACCCCCBADBBCDBDADDBBCDBDCCDDAACDBADACDCDBDDBABCCCAAAAACDDDBACDD"
"2022","BDCDBAACCABCDCBDACABDBCACACCCBBADBDCCBDACBDCCBCCBBADDBCCCBABBBBADADDBABDDCDACBBAACACDCCAABBDCABDAADCBDABBDACBACDBCCBDDACDADCCDCCBCBCADABBDCCBADCDABAADDABADCAADBDBBCBDDBABBDBAADBCABCDCDABBAAABDADDCCBCA"
"2023","ABCCBDBBCDBACDBDBDDADCDDACBCBDBCDCBBDBDCDDCCAABDDADCDDCBDDBACBBCBBDCCAACAACBBCDBCACDADABBDBCAAABADDCBCCCAADBBABDABCDCCAABCBCADDAABACDCADCBBDDDCBDBABDBAADDABDDDDCBACDADADCDDCBDCDDBCAAABBAACCBBCCADDACDB"
"2024","AACDCCCACCBCCAACBADABDABDCADBABAADDDDBAABBDBCCCCACCCCABDBCCCADACBCBDCDACABACBABBAABCCAACDDDDABCABCABAADCBAADDCABAADBDABBAABBCDBDABCACBDAACDBCDBCBBCBADBACBADCAABBBBBDBDAACBADBBBCADAAAADDDBBACDDCABDBBAD"
"2025","DBBDADDABADBBDDCABBCAABADCBACABCDABDADCAABACDCCBADADBDABACACCAACDCDDCCDCABBDACBCBBDAABDBACBBACCAACADAABBDBDACADBBCABBCCDDBBDDAADBBACBCAADDAABDDBBCCBCDDACBDAACDDDCADABBDDADCACBDABDCBBDAACBAACBBDDACDBAD"
"2026","DBABBDCABCBCBBBCACCDCBBBDBBBABCBBBAADDCBCCBBBCDABCCBDDACCABDBADCDCAADDDABAADACDDBAACDADCACABCDBDCCCBBBCACAAABBCCACABCBCADCBDBDBBCACCACDAADADBCBCBBABCBBABBACDCACCACBDADBDBDDCACCDBDCDCDBBCBCCAAADADCCCBA"
"2027","ABABDCDACCAACDCAADAADABCCDCDCADADBCCCBAABBAADDCCABDBCCCADDAACAADDCDBBCDBCCACCACDCBCABDCBCBDCABDADBDACAABABDCBBDACBACBBCBDCBABDBDDBDABCCBDCDBDBCDBDADCDBBAADBACABBBCBCBBBDBCCCDABDABCBDABCBBBDCDCDABCCCBB"
"2028","ACBCDBCDACBBBABADBABDDBBCADCADDBCCDDACACAADCABDACBDBCDAAAACCDCAABBADABCCBCDACCBBDCACBDBCCCCCDDDDACAAACAADDDBDDBDDBBAACDAADDDBADBDABBDBDDDAADABDACABCDACABCAADBCBCDDCABAACBDCABCDCADCDCCBBAADCDBCCBCCBCAB"
